Number,StateNum,Name,Area,Type,PFG Type,Period,Initial Period,Terminal Period,Northing,Easting,Zone,Num_Mounds,Max Mound Height (ft),Max Mound Area (sq ft),St Francis,Ditch,Platform
,3CG0994,3CG0994,SEMO/NEAR,,,K-J,K,J,3959520.0,678640.0,15.0,0,0.0,0.0,0,0.0,0
,3CG0990,3CG0990,SEMO/NEAR,,,K-J,K,J,3957200.0,678100.0,15.0,0,0.0,0.0,0,0.0,0
,3PO0580,3PO0580,SEMO/NEAR,,,K-J,K,J,3951030.0,717580.0,15.0,0,0.0,0.0,0,0.0,0
,3PO0581,3PO0581,SEMO/NEAR,,,K-J,K,J,3950740.0,717140.0,15.0,0,0.0,0.0,0,0.0,0
,3CG1016,"Johnson, George Farm",SEMO/NEAR,,,K-J,K,J,3960350.0,681500.0,15.0,0,0.0,0.0,0,0.0,0
,3CG1023,3CG1023,SEMO/NEAR,,,K-J,K,J,3981160.0,693310.0,15.0,0,0.0,0.0,0,0.0,0
,3CG1024,3CG1024,SEMO/NEAR,,,K-J,K,J,3978270.0,693450.0,15.0,0,0.0,0.0,0,0.0,0
,3CG1027,3CG1027,SEMO/NEAR,,,K-J,K,J,3972450.0,691900.0,15.0,0,0.0,0.0,0,0.0,0
,3CG1025,3CG1025,SEMO/NEAR,,,K-J,K,J,3972200.0,692050.0,15.0,0,0.0,0.0,0,0.0,0
,3CG1049,3CG1049,SEMO/NEAR,,,K-J,K,J,3963560.0,682910.0,15.0,0,0.0,0.0,0,0.0,0
,3CG1042,3CG1042,SEMO/NEAR,,,K-J,K,J,3962760.0,678900.0,15.0,0,0.0,0.0,0,0.0,0
,3CG1068,3CG1068,SEMO/NEAR,,,K-J,K,J,3971650.0,693480.0,15.0,0,0.0,0.0,0,0.0,0
,3PO0595,3PO0595,SEMO/NEAR,,,K-J,K,J,3926260.0,700250.0,15.0,0,0.0,0.0,0,0.0,0
,3PH0342,"Jim Johnson, Madonia 10",SEMO/NEAR,,,K-J,K,J,3824140.0,705220.0,15.0,0,0.0,0.0,0,0.0,0
,3PH0343,"Ned Young, Madonia 65",SEMO/NEAR,,,K-J,K,J,3833520.0,699850.0,15.0,0,0.0,0.0,0,0.0,0
,3SF0394,3SF0394,SEMO/NEAR,,,K-J,K,J,3877880.0,698760.0,15.0,0,0.0,0.0,0,0.0,0
,3CS0279,3CS0279,SEMO/NEAR,,,K-J,K,J,3918900.0,712850.0,15.0,0,0.0,0.0,0,0.0,0
,3CS0280,3CS0280,SEMO/NEAR,,,K-J,K,J,3918120.0,712620.0,15.0,0,0.0,0.0,0,0.0,0
,3PO0601,3PO0601,SEMO/NEAR,,,K-J,K,J,3948510.0,695000.0,15.0,0,0.0,0.0,0,0.0,0
,3SF0416,3SF0416,SEMO/NEAR,,,K-J,K,J,3867865.0,704800.0,15.0,0,0.0,0.0,0,0.0,0
,3CG1097,Ledbetter,SEMO/NEAR,,,K-J,K,J,3959640.0,681540.0,15.0,0,0.0,0.0,0,0.0,0
,3CG1101,3CG1101,SEMO/NEAR,,,K-J,K,J,3961000.0,681250.0,15.0,0,0.0,0.0,0,0.0,0
,3CG1102,3CG1102,SEMO/NEAR,,,K-J,K,J,3960900.0,681020.0,15.0,0,0.0,0.0,0,0.0,0
,3SC1235,3SC1235,SEMO/NEAR,,,K-J,K,J,3845260.0,383070.0,15.0,0,0.0,0.0,0,0.0,0
,3SC1236,3SC1236,SEMO/NEAR,,,K-J,K,J,3844950.0,382820.0,15.0,0,0.0,0.0,0,0.0,0
,3CW0852,3CW0852,SEMO/NEAR,,,K-J,K,J,3944900.0,399000.0,15.0,0,0.0,0.0,0,0.0,0
,3LA0317,3LA0317,SEMO/NEAR,,,K-J,K,J,3690480.0,435165.0,15.0,0,0.0,0.0,0,0.0,0
,3LA0318,3LA0318,SEMO/NEAR,,,K-J,K,J,3687780.0,438535.0,15.0,0,0.0,0.0,0,0.0,0
,3LA0319,3LA0319,SEMO/NEAR,,,K-J,K,J,3687790.0,438480.0,15.0,0,0.0,0.0,0,0.0,0
,3LA0320,3LA0320,SEMO/NEAR,,,K-J,K,J,3677600.0,435435.0,15.0,0,0.0,0.0,0,0.0,0
,3LA0321,3LA0321,SEMO/NEAR,,,K-J,K,J,3677740.0,435820.0,15.0,0,0.0,0.0,0,0.0,0
,3LA0322,3LA0322,SEMO/NEAR,,,K-J,K,J,3677940.0,435845.0,15.0,0,0.0,0.0,0,0.0,0
,3LA0323,3LA0323,SEMO/NEAR,,,K-J,K,J,3676930.0,435900.0,15.0,0,0.0,0.0,0,0.0,0
,3LA0324,3LA0324,SEMO/NEAR,,,K-J,K,J,3702620.0,434960.0,15.0,0,0.0,0.0,0,0.0,0
,3LA0325,3LA0325,SEMO/NEAR,,,K-J,K,J,3694680.0,436500.0,15.0,0,0.0,0.0,0,0.0,0
,3LA0326,3LA0326,SEMO/NEAR,,,K-J,K,J,3702290.0,436320.0,15.0,0,0.0,0.0,0,0.0,0
,3LA0327,3LA0327,SEMO/NEAR,,,K-J,K,J,3702500.0,436260.0,15.0,0,0.0,0.0,0,0.0,0
,3LA0328,3LA0328,SEMO/NEAR,,,K-J,K,J,3698625.0,435500.0,15.0,0,0.0,0.0,0,0.0,0
,3LA0329,3LA0329,SEMO/NEAR,,,K-J,K,J,3698700.0,435040.0,15.0,0,0.0,0.0,0,0.0,0
,3LA0330,3LA0330,SEMO/NEAR,,,K-J,K,J,3699320.0,435040.0,15.0,0,0.0,0.0,0,0.0,0
,3LA0331,3LA0331,SEMO/NEAR,,,K-J,K,J,3701630.0,435470.0,15.0,0,0.0,0.0,0,0.0,0
,3LA0332,3LA0332,SEMO/NEAR,,,K-J,K,J,3702040.0,434845.0,15.0,0,0.0,0.0,0,0.0,0
,3BA0260,3BA0260,SEMO/NEAR,,,K-J,K,J,3983300.0,557920.0,15.0,0,0.0,0.0,0,0.0,0
,3BA0261,3BA0261,SEMO/NEAR,,,K-J,K,J,3983370.0,557870.0,15.0,0,0.0,0.0,0,0.0,0
,3BA0262,3BA0262,SEMO/NEAR,,,K-J,K,J,3983180.0,558020.0,15.0,0,0.0,0.0,0,0.0,0
,3BA0263,3BA0263,SEMO/NEAR,,,K-J,K,J,3982490.0,559190.0,15.0,0,0.0,0.0,0,0.0,0
,3BA0264,3BA0264,SEMO/NEAR,,,K-J,K,J,3982700.0,558600.0,15.0,0,0.0,0.0,0,0.0,0
,3AR0137,3AR0137,SEMO/NEAR,,,K-J,K,J,3790575.0,656690.0,15.0,0,0.0,0.0,0,0.0,0
,3AR0138,3AR0138,SEMO/NEAR,,,K-J,K,J,3787875.0,650240.0,15.0,0,0.0,0.0,0,0.0,0
,3AR0139,3AR0139,SEMO/NEAR,,,K-J,K,J,3787940.0,650240.0,15.0,0,0.0,0.0,0,0.0,0
,3AR0140,3AR0140,SEMO/NEAR,,,K-J,K,J,3789700.0,659900.0,15.0,0,0.0,0.0,0,0.0,0
,3AR0141,3AR0141,SEMO/NEAR,,,K-J,K,J,3790500.0,655140.0,15.0,0,0.0,0.0,0,0.0,0
,3AR0142,C.P. Vittitow Barn,SEMO/NEAR,,,K-J,K,J,3789740.0,660700.0,15.0,0,0.0,0.0,0,0.0,0
,3AR0143,3AR0143,SEMO/NEAR,,,K-J,K,J,3792380.0,661165.0,15.0,0,0.0,0.0,0,0.0,0
,3AR0144,3AR0144,SEMO/NEAR,,,K-J,K,J,3789740.0,662340.0,15.0,0,0.0,0.0,0,0.0,0
,3AR0145,Caney Hunting Club,SEMO/NEAR,,,K-J,K,J,3792940.0,660700.0,15.0,0,0.0,0.0,0,0.0,0
,3AR0146,Elmo Rogers House,SEMO/NEAR,,,K-J,K,J,3792960.0,658420.0,15.0,0,0.0,0.0,0,0.0,0
,3AR0147,"Scott Farm Barn, Granary",SEMO/NEAR,,,K-J,K,J,3791000.0,650300.0,15.0,0,0.0,0.0,0,0.0,0
,3AR0148,John Alter Farm,SEMO/NEAR,,,K-J,K,J,3791400.0,656480.0,15.0,0,0.0,0.0,0,0.0,0
,3MN1554,3MN1554,SEMO/NEAR,,,K-J,K,J,3805510.0,453510.0,15.0,0,0.0,0.0,0,0.0,0
,3PR0142,3PR0142,SEMO/NEAR,,,K-J,K,J,3825840.0,630620.0,15.0,0,0.0,0.0,0,0.0,0
,3PR0143,3PR0143,SEMO/NEAR,,,K-J,K,J,3825875.0,630140.0,15.0,0,0.0,0.0,0,0.0,0
,3PR0144,3PR0144,SEMO/NEAR,,,K-J,K,J,3825870.0,628920.0,15.0,0,0.0,0.0,0,0.0,0
,3PR0145,3PR0145,SEMO/NEAR,,,K-J,K,J,3825380.0,647610.0,15.0,0,0.0,0.0,0,0.0,0
,3MN1473,3MN1473,SEMO/NEAR,,,K-J,K,J,3828560.0,445020.0,15.0,0,0.0,0.0,0,0.0,0
,3AR0149,Clearpoint School Site,SEMO/NEAR,,,K-J,K,J,3824080.0,630850.0,15.0,0,0.0,0.0,0,0.0,0
,3AR0150,3AR0150,SEMO/NEAR,,,K-J,K,J,3819410.0,630780.0,15.0,0,0.0,0.0,0,0.0,0
,3AR0151,3AR0151,SEMO/NEAR,,,K-J,K,J,3820960.0,633970.0,15.0,0,0.0,0.0,0,0.0,0
,3AR0152,3AR0152,SEMO/NEAR,,,K-J,K,J,3825710.0,634710.0,15.0,0,0.0,0.0,0,0.0,0
,3AR0153,3AR0153,SEMO/NEAR,,,K-J,K,J,3820990.0,633310.0,15.0,0,0.0,0.0,0,0.0,0
,3AR0154,3AR0154,SEMO/NEAR,,,K-J,K,J,3820970.0,633740.0,15.0,0,0.0,0.0,0,0.0,0
,3AR0155,3AR0155,SEMO/NEAR,,,K-J,K,J,3824110.0,633250.0,15.0,0,0.0,0.0,0,0.0,0
,3AR0161,South Of The Briar,SEMO/NEAR,,,K-J,K,J,3815510.0,649920.0,15.0,0,0.0,0.0,0,0.0,0
,3AR0157,The Never Ending Site,SEMO/NEAR,,,K-J,K,J,3818040.0,635690.0,15.0,0,0.0,0.0,0,0.0,0
,3AR0166,3AR0166,SEMO/NEAR,,,K-J,K,J,3822920.0,638920.0,15.0,0,0.0,0.0,0,0.0,0
,3PR0146,3PR0146,SEMO/NEAR,,,K-J,K,J,3825760.0,638020.0,15.0,0,0.0,0.0,0,0.0,0
,3PR0147,3PR0147,SEMO/NEAR,,,K-J,K,J,3825720.0,643840.0,15.0,0,0.0,0.0,0,0.0,0
,3AR0164,3AR0164,SEMO/NEAR,,,K-J,K,J,3804460.0,650210.0,15.0,0,0.0,0.0,0,0.0,0
,3AR0163,Road Dump,SEMO/NEAR,,,K-J,K,J,3802720.0,655920.0,15.0,0,0.0,0.0,0,0.0,0
,3PL0733,3PL0733,SEMO/NEAR,,,K-J,K,J,3807980.0,393320.0,15.0,0,0.0,0.0,0,0.0,0
,3HS0449,3HS0449,SEMO/NEAR,,,K-J,K,J,3800250.0,511300.0,15.0,0,0.0,0.0,0,0.0,0
,3AR0162,Campbell Homestead,SEMO/NEAR,,,K-J,K,J,3802880.0,648850.0,15.0,0,0.0,0.0,0,0.0,0
,3AR0173,3AR0173,SEMO/NEAR,,,K-J,K,J,3812620.0,648290.0,15.0,0,0.0,0.0,0,0.0,0
,3AR0165,Hog Farm,SEMO/NEAR,,,K-J,K,J,3821360.0,650410.0,15.0,0,0.0,0.0,0,0.0,0
,3SB1024,3SB1024,SEMO/NEAR,,,K-J,K,J,3906000.0,380000.0,15.0,0,0.0,0.0,0,0.0,0
,3PP0448,3PP0448,SEMO/NEAR,,,K-J,K,J,3903870.0,484910.0,15.0,0,0.0,0.0,0,0.0,0
,3AR0156,Rawls Store,SEMO/NEAR,,,K-J,K,J,3819990.0,635760.0,15.0,0,0.0,0.0,0,0.0,0
,3AR0158,3AR0158,SEMO/NEAR,,,K-J,K,J,3821620.0,635760.0,15.0,0,0.0,0.0,0,0.0,0
,3AR0159,Granny Green,SEMO/NEAR,,,K-J,K,J,3823250.0,635610.0,15.0,0,0.0,0.0,0,0.0,0
,3AR0160,3AR0160,SEMO/NEAR,,,K-J,K,J,3825440.0,636380.0,15.0,0,0.0,0.0,0,0.0,0
,3MN1573,3MN1573,SEMO/NEAR,,,K-J,K,J,3804350.0,454300.0,15.0,0,0.0,0.0,0,0.0,0
,3MN1574,3MN1574,SEMO/NEAR,,,K-J,K,J,3804100.0,454250.0,15.0,0,0.0,0.0,0,0.0,0
,3MN1575,3MN1575,SEMO/NEAR,,,K-J,K,J,3803720.0,454200.0,15.0,0,0.0,0.0,0,0.0,0
,3MN1576,3MN1576,SEMO/NEAR,,,K-J,K,J,3804640.0,454250.0,15.0,0,0.0,0.0,0,0.0,0
,3PR0161,3PR0161,SEMO/NEAR,,,K-J,K,J,3838820.0,620870.0,15.0,0,0.0,0.0,0,0.0,0
,3WA1015,3WA1015,SEMO/NEAR,,,K-J,K,J,3999750.0,386460.0,15.0,0,0.0,0.0,0,0.0,0
,3PR0160,3PR0160,SEMO/NEAR,,,K-J,K,J,3840340.0,621670.0,15.0,0,0.0,0.0,0,0.0,0
,3AR0167,Earl George House,SEMO/NEAR,,,K-J,K,J,3830310.0,647200.0,15.0,0,0.0,0.0,0,0.0,0
,3AR0168,John Leder House,SEMO/NEAR,,,K-J,K,J,3823720.0,643920.0,15.0,0,0.0,0.0,0,0.0,0
,3PR0151,3PR0151,SEMO/NEAR,,,K-J,K,J,3827560.0,628130.0,15.0,0,0.0,0.0,0,0.0,0
,3PR0153,3PR0153,SEMO/NEAR,,,K-J,K,J,3827500.0,627260.0,15.0,0,0.0,0.0,0,0.0,0
,3PR0159,3PR0159,SEMO/NEAR,,,K-J,K,J,3827510.0,631260.0,15.0,0,0.0,0.0,0,0.0,0
,3PR0158,3PR0158,SEMO/NEAR,,,K-J,K,J,3827500.0,630860.0,15.0,0,0.0,0.0,0,0.0,0
,3PR0157,3PR0157,SEMO/NEAR,,,K-J,K,J,3829100.0,628180.0,15.0,0,0.0,0.0,0,0.0,0
,3PR0152,3PR0152,SEMO/NEAR,,,K-J,K,J,3827530.0,625300.0,15.0,0,0.0,0.0,0,0.0,0
,3PR0150,3PR0150,SEMO/NEAR,,,K-J,K,J,3830700.0,625800.0,15.0,0,0.0,0.0,0,0.0,0
,3PR0154,3PR0154,SEMO/NEAR,,,K-J,K,J,3828320.0,624150.0,15.0,0,0.0,0.0,0,0.0,0
,3PR0149,3PR0149,SEMO/NEAR,,,K-J,K,J,3835500.0,632900.0,15.0,0,0.0,0.0,0,0.0,0
,3PR0155,3PR0155,SEMO/NEAR,,,K-J,K,J,3837180.0,631380.0,15.0,0,0.0,0.0,0,0.0,0
,3PR0156,3PR0156,SEMO/NEAR,,,K-J,K,J,3834000.0,633280.0,15.0,0,0.0,0.0,0,0.0,0
,3PR0162,3PR0162,SEMO/NEAR,,,K-J,K,J,3825910.0,643470.0,15.0,0,0.0,0.0,0,0.0,0
,3AR0169,Otto Rubach House,SEMO/NEAR,,,K-J,K,J,3823880.0,640730.0,15.0,0,0.0,0.0,0,0.0,0
,3AR0170,Ida Marlowe House,SEMO/NEAR,,,K-J,K,J,3806100.0,655990.0,15.0,0,0.0,0.0,0,0.0,0
,3AR0171,Bennett House,SEMO/NEAR,,,K-J,K,J,3806140.0,653300.0,15.0,0,0.0,0.0,0,0.0,0
,3AR0172,Relvea Barns,SEMO/NEAR,,,K-J,K,J,3802770.0,650780.0,15.0,0,0.0,0.0,0,0.0,0
,3MN1601,3MN1601,SEMO/NEAR,,,K-J,K,J,3827970.0,438385.0,15.0,0,0.0,0.0,0,0.0,0
,3PR0163,3PR0163,SEMO/NEAR,,,K-J,K,J,3831290.0,638980.0,15.0,0,0.0,0.0,0,0.0,0
,3PR0170,3PR0170,SEMO/NEAR,,,K-J,K,J,3828920.0,638810.0,15.0,0,0.0,0.0,0,0.0,0
,3ST0232,3ST0232,SEMO/NEAR,,,K-J,K,J,3982570.0,565880.0,15.0,0,0.0,0.0,0,0.0,0
,3PR0171,3PR0171,SEMO/NEAR,,,K-J,K,J,3828860.0,450580.0,15.0,0,0.0,0.0,0,0.0,0
,3ST0233,3ST0233,SEMO/NEAR,,,K-J,K,J,3982840.0,565770.0,15.0,0,0.0,0.0,0,0.0,0
,3ST0234,3ST0234,SEMO/NEAR,,,K-J,K,J,3985430.0,563810.0,15.0,0,0.0,0.0,0,0.0,0
,3ST0235,3ST0235,SEMO/NEAR,,,K-J,K,J,3985550.0,563730.0,15.0,0,0.0,0.0,0,0.0,0
,3ST0236,3ST0236,SEMO/NEAR,,,K-J,K,J,3986010.0,562920.0,15.0,0,0.0,0.0,0,0.0,0
,3ST0237,3ST0237,SEMO/NEAR,,,K-J,K,J,3985550.0,563750.0,15.0,0,0.0,0.0,0,0.0,0
,3ST0238,3ST0238,SEMO/NEAR,,,K-J,K,J,3986180.0,563600.0,15.0,0,0.0,0.0,0,0.0,0
,3ST0239,3ST0239,SEMO/NEAR,,,K-J,K,J,3981860.0,567500.0,15.0,0,0.0,0.0,0,0.0,0
,3HS0450,3HS0450,SEMO/NEAR,,,K-J,K,J,3798140.0,510600.0,15.0,0,0.0,0.0,0,0.0,0
,3BA0265,3BA0265,SEMO/NEAR,,,K-J,K,J,3999960.0,552040.0,15.0,0,0.0,0.0,0,0.0,0
,3PR0164,3PR0164,SEMO/NEAR,,,K-J,K,J,3825850.0,631640.0,15.0,0,0.0,0.0,0,0.0,0
,3PR0165,3PR0165,SEMO/NEAR,,,K-J,K,J,3829060.0,633340.0,15.0,0,0.0,0.0,0,0.0,0
,3PR0166,3PR0166,SEMO/NEAR,,,K-J,K,J,3828910.0,633160.0,15.0,0,0.0,0.0,0,0.0,0
,3PR0167,3PR0167,SEMO/NEAR,,,K-J,K,J,3829020.0,635220.0,15.0,0,0.0,0.0,0,0.0,0
,3PR0168,3PR0168,SEMO/NEAR,,,K-J,K,J,3829040.0,635790.0,15.0,0,0.0,0.0,0,0.0,0
,3HS0448,3HS0448,SEMO/NEAR,,,K-J,K,J,3817400.0,521500.0,15.0,0,0.0,0.0,0,0.0,0
,3PR0169,3PR0169,SEMO/NEAR,,,K-J,K,J,3828990.0,637330.0,15.0,0,0.0,0.0,0,0.0,0
,3PL0737,3PL0737,SEMO/NEAR,,,K-J,K,J,3837920.0,392960.0,15.0,0,0.0,0.0,0,0.0,0
,3PL0738,3PL0738,SEMO/NEAR,,,K-J,K,J,3837370.0,396690.0,15.0,0,0.0,0.0,0,0.0,0
,3PL0739,3PL0739,SEMO/NEAR,,,K-J,K,J,3837020.0,396640.0,15.0,0,0.0,0.0,0,0.0,0
,3PL0740,3PL0740,SEMO/NEAR,,,K-J,K,J,3836980.0,396410.0,15.0,0,0.0,0.0,0,0.0,0
,3PL0741,3PL0741,SEMO/NEAR,,,K-J,K,J,3837180.0,396250.0,15.0,0,0.0,0.0,0,0.0,0
,3PL0742,3PL0742,SEMO/NEAR,,,K-J,K,J,3837350.0,396840.0,15.0,0,0.0,0.0,0,0.0,0
,3PL0743,3PL0743,SEMO/NEAR,,,K-J,K,J,3837590.0,396820.0,15.0,0,0.0,0.0,0,0.0,0
,3PL0744,3PL0744,SEMO/NEAR,,,K-J,K,J,3837570.0,396750.0,15.0,0,0.0,0.0,0,0.0,0
,3PL0745,3PL0745,SEMO/NEAR,,,K-J,K,J,3837420.0,396370.0,15.0,0,0.0,0.0,0,0.0,0
,3PL0746,3PL0746,SEMO/NEAR,,,K-J,K,J,3837250.0,396350.0,15.0,0,0.0,0.0,0,0.0,0
,3AR0134,3AR0134,SEMO/NEAR,,,K-J,K,J,3762000.0,657750.0,15.0,0,0.0,0.0,0,0.0,0
,3AR0135,3AR0135,SEMO/NEAR,,,K-J,K,J,3762180.0,658500.0,15.0,0,0.0,0.0,0,0.0,0
,3AR0136,3AR0136,SEMO/NEAR,,,K-J,K,J,3763120.0,657450.0,15.0,0,0.0,0.0,0,0.0,0
,3SV0290,3SV0290,SEMO/NEAR,,,K-J,K,J,3764880.0,376470.0,15.0,0,0.0,0.0,0,0.0,0
,3PU0458,3PU0458,SEMO/NEAR,,,K-J,K,J,3827250.0,588800.0,15.0,0,0.0,0.0,0,0.0,0
,3MO0064,3MO0064,SEMO/NEAR,,,K-J,K,J,3803400.0,683575.0,15.0,0,0.0,0.0,0,0.0,0
,3PO0590,3PO0590,SEMO/NEAR,,,K-J,K,J,3926630.0,706530.0,15.0,0,0.0,0.0,0,0.0,0
,3PL0759,3PL0759,SEMO/NEAR,,,K-J,K,J,3834550.0,394750.0,15.0,0,0.0,0.0,0,0.0,0
,3PL0760,3PL0760,SEMO/NEAR,,,K-J,K,J,3834000.0,394980.0,15.0,0,0.0,0.0,0,0.0,0
,3PL0761,3PL0761,SEMO/NEAR,,,K-J,K,J,3834490.0,395095.0,15.0,0,0.0,0.0,0,0.0,0
,3PL0762,3PL0762,SEMO/NEAR,,,K-J,K,J,3834250.0,395080.0,15.0,0,0.0,0.0,0,0.0,0
,3PL0763,3PL0763,SEMO/NEAR,,,K-J,K,J,3834580.0,394560.0,15.0,0,0.0,0.0,0,0.0,0
,3PL0764,3PL0764,SEMO/NEAR,,,K-J,K,J,3834320.0,395580.0,15.0,0,0.0,0.0,0,0.0,0
,3PP0449,3PP0449,SEMO/NEAR,,,K-J,K,J,3896320.0,488650.0,15.0,0,0.0,0.0,0,0.0,0
,3PR0173,3PR0173,SEMO/NEAR,,,K-J,K,J,3843900.0,641180.0,15.0,0,0.0,0.0,0,0.0,0
,3CN0243,3CN0243,SEMO/NEAR,,,K-J,K,J,3892940.0,524870.0,15.0,0,0.0,0.0,0,0.0,0
,3CN0244,3CN0244,SEMO/NEAR,,,K-J,K,J,3891140.0,525140.0,15.0,0,0.0,0.0,0,0.0,0
,3CN0245,3CN0245,SEMO/NEAR,,,K-J,K,J,3890820.0,525245.0,15.0,0,0.0,0.0,0,0.0,0
,3CN0246,3CN0246,SEMO/NEAR,,,K-J,K,J,3886920.0,528850.0,15.0,0,0.0,0.0,0,0.0,0
,3CN0247,3CN0247,SEMO/NEAR,,,K-J,K,J,3886960.0,529060.0,15.0,0,0.0,0.0,0,0.0,0
,3CN0248,3CN0248,SEMO/NEAR,,,K-J,K,J,3888980.0,524700.0,15.0,0,0.0,0.0,0,0.0,0
,3CN0249,3CN0249,SEMO/NEAR,,,K-J,K,J,3890140.0,525240.0,15.0,0,0.0,0.0,0,0.0,0
,3CN0250,3CN0250,SEMO/NEAR,,,K-J,K,J,3892510.0,524160.0,15.0,0,0.0,0.0,0,0.0,0
,3MO0065,Shell Button Site,SEMO/NEAR,,,K-J,K,J,3834090.0,648100.0,15.0,0,0.0,0.0,0,0.0,0
,3PR0174,3PR0174,SEMO/NEAR,,,K-J,K,J,3838700.0,645580.0,15.0,0,0.0,0.0,0,0.0,0
,3PR0175,3PR0175,SEMO/NEAR,,,K-J,K,J,3843530.0,641550.0,15.0,0,0.0,0.0,0,0.0,0
,3PR0176,3PR0176,SEMO/NEAR,,,K-J,K,J,3843990.0,641580.0,15.0,0,0.0,0.0,0,0.0,0
,3PL0747,3PL0747,SEMO/NEAR,,,K-J,K,J,3836130.0,397320.0,15.0,0,0.0,0.0,0,0.0,0
,3PL0748,3PL0748,SEMO/NEAR,,,K-J,K,J,3835960.0,397290.0,15.0,0,0.0,0.0,0,0.0,0
,3PR0177,3PR0177,SEMO/NEAR,,,K-J,K,J,3840120.0,645650.0,15.0,0,0.0,0.0,0,0.0,0
,3PL0749,3PL0749,SEMO/NEAR,,,K-J,K,J,3837550.0,396960.0,15.0,0,0.0,0.0,0,0.0,0
,3PL0750,3PL0750,SEMO/NEAR,,,K-J,K,J,3836600.0,397500.0,15.0,0,0.0,0.0,0,0.0,0
,3PL0751,3PL0751,SEMO/NEAR,,,K-J,K,J,3836210.0,397385.0,15.0,0,0.0,0.0,0,0.0,0
,3PL0752,3PL0752,SEMO/NEAR,,,K-J,K,J,3836190.0,397890.0,15.0,0,0.0,0.0,0,0.0,0
,3PL0753,3PL0753,SEMO/NEAR,,,K-J,K,J,3836320.0,397795.0,15.0,0,0.0,0.0,0,0.0,0
,3PL0754,3PL0754,SEMO/NEAR,,,K-J,K,J,3836075.0,398035.0,15.0,0,0.0,0.0,0,0.0,0
,3PL0755,3PL0755,SEMO/NEAR,,,K-J,K,J,3835980.0,397965.0,15.0,0,0.0,0.0,0,0.0,0
,3PL0756,3PL0756,SEMO/NEAR,,,K-J,K,J,3836020.0,397320.0,15.0,0,0.0,0.0,0,0.0,0
,3PL0757,3PL0757,SEMO/NEAR,,,K-J,K,J,3835685.0,397205.0,15.0,0,0.0,0.0,0,0.0,0
,3PL0758,3PL0758,SEMO/NEAR,,,K-J,K,J,3835475.0,397300.0,15.0,0,0.0,0.0,0,0.0,0
,3PR0178,3PR0178,SEMO/NEAR,,,K-J,K,J,3838710.0,642630.0,15.0,0,0.0,0.0,0,0.0,0
,3MN1577,3MN1577,SEMO/NEAR,,,K-J,K,J,3803700.0,454090.0,15.0,0,0.0,0.0,0,0.0,0
,3PR0179,3PR0179,SEMO/NEAR,,,K-J,K,J,3838590.0,641810.0,15.0,0,0.0,0.0,0,0.0,0
,3PR0180,3PR0180,SEMO/NEAR,,,K-J,K,J,3844960.0,638820.0,15.0,0,0.0,0.0,0,0.0,0
,3PR0181,3PR0181,SEMO/NEAR,,,K-J,K,J,3845840.0,638860.0,15.0,0,0.0,0.0,0,0.0,0
,3PR0182,3PR0182,SEMO/NEAR,,,K-J,K,J,3838320.0,645590.0,15.0,0,0.0,0.0,0,0.0,0
,3PL0734,3PL0734,SEMO/NEAR,,,K-J,K,J,3802634.0,405516.0,15.0,0,0.0,0.0,0,0.0,0
,3PR0183,3PR0183,SEMO/NEAR,,,K-J,K,J,3839490.0,641520.0,15.0,0,0.0,0.0,0,0.0,0
,3PR0184,3PR0184,SEMO/NEAR,,,K-J,K,J,3842040.0,639060.0,15.0,0,0.0,0.0,0,0.0,0
,3MO0066,3MO0066,SEMO/NEAR,,,K-J,K,J,3833700.0,644020.0,15.0,0,0.0,0.0,0,0.0,0
,3PR0185,3PR0185,SEMO/NEAR,,,K-J,K,J,3839140.0,645600.0,15.0,0,0.0,0.0,0,0.0,0
,3MN1584,3MN1584,SEMO/NEAR,,,K-J,K,J,3802560.0,453250.0,15.0,0,0.0,0.0,0,0.0,0
,3MN1585,3MN1585,SEMO/NEAR,,,K-J,K,J,3802660.0,453240.0,15.0,0,0.0,0.0,0,0.0,0
,3MN1586,3MN1586,SEMO/NEAR,,,K-J,K,J,3802550.0,452960.0,15.0,0,0.0,0.0,0,0.0,0
,3MN1587,3MN1587,SEMO/NEAR,,,K-J,K,J,3802450.0,453080.0,15.0,0,0.0,0.0,0,0.0,0
,3MN1588,3MN1588,SEMO/NEAR,,,K-J,K,J,3802470.0,453150.0,15.0,0,0.0,0.0,0,0.0,0
,3MN1589,3MN1589,SEMO/NEAR,,,K-J,K,J,3802580.0,452900.0,15.0,0,0.0,0.0,0,0.0,0
,3MN1590,3MN1590,SEMO/NEAR,,,K-J,K,J,3802480.0,452780.0,15.0,0,0.0,0.0,0,0.0,0
,3PR0186,3PR0186,SEMO/NEAR,,,K-J,K,J,3838610.0,645600.0,15.0,0,0.0,0.0,0,0.0,0
,3MN1583,3MN1583,SEMO/NEAR,,,K-J,K,J,3802440.0,452880.0,15.0,0,0.0,0.0,0,0.0,0
,3MN1581,3MN1581,SEMO/NEAR,,,K-J,K,J,3802820.0,453550.0,15.0,0,0.0,0.0,0,0.0,0
,3MN1582,3MN1582,SEMO/NEAR,,,K-J,K,J,3803120.0,453750.0,15.0,0,0.0,0.0,0,0.0,0
,3PL0735,3PL0735,SEMO/NEAR,,,K-J,K,J,3830550.0,405340.0,15.0,0,0.0,0.0,0,0.0,0
