Number,StateNum,Name,Area,Type,PFG Type,Period,Initial Period,Terminal Period,Northing,Easting,Zone,Num_Mounds,Max Mound Height (ft),Max Mound Area (sq ft),St Francis,Ditch,Platform
,3GE0036,Jumper Farm,SEMO/NEAR,,,K-J,K,J,3984860.0,699120.0,15.0,0,0.0,0.0,0,0.0,0
,3GE0060,"Farley, Stewart Place",SEMO/NEAR,,,K-J,K,J,3985320.0,700290.0,15.0,0,0.0,0.0,0,0.0,0
,3GE0071,3GE0071,SEMO/NEAR,,,K-J,K,J,3985280.0,726430.0,15.0,0,0.0,0.0,0,0.0,0
,3CY0005,Jenkins,SEMO/NEAR,,,K-J,K,J,4035940.0,735880.0,15.0,0,0.0,0.0,0,0.0,0
,3CY0006,Elizabeth,SEMO/NEAR,,,K-J,K,J,4036590.0,736060.0,15.0,0,0.0,0.0,0,0.0,0
,3CY0007,Nickerson,SEMO/NEAR,,,K-J,K,J,4034160.0,734190.0,15.0,0,0.0,0.0,0,0.0,0
,3CY0009,Baker,SEMO/NEAR,,,K-J,K,J,4039840.0,744520.0,15.0,0,0.0,0.0,0,0.0,0
,3CY0022,"Pyle, Harold Farm",SEMO/NEAR,,,K-J,K,J,4036380.0,703760.0,15.0,0,0.0,0.0,0,0.0,0
,3CY0024,Murphy Lake,SEMO/NEAR,,,K-J,K,J,4025940.0,708700.0,15.0,0,0.0,0.0,0,0.0,0
,3CY0027,3CY0027,SEMO/NEAR,,,K-J,K,J,4028530.0,708650.0,15.0,0,0.0,0.0,0,0.0,0
,3CY0028,Vandover Farm,SEMO/NEAR,,,K-J,K,J,4028870.0,710680.0,15.0,0,0.0,0.0,0,0.0,0
,3CY0029,Gasoway Place,SEMO/NEAR,,,K-J,K,J,4030200.0,710290.0,15.0,0,0.0,0.0,0,0.0,0
,3CY0031,High Point,SEMO/NEAR,,,K-J,K,J,4023640.0,706130.0,15.0,0,0.0,0.0,0,0.0,0
,3CY0032,Arent Place,SEMO/NEAR,,,K-J,K,J,4030550.0,721860.0,15.0,0,0.0,0.0,0,0.0,0
,3CY0034,Miller Place,SEMO/NEAR,,,K-J,K,J,4037400.0,704080.0,15.0,0,0.0,0.0,0,0.0,0
,3CY0037,March,SEMO/NEAR,,,K-J,K,J,4028940.0,712690.0,15.0,0,0.0,0.0,0,0.0,0
,3CY0050,Cox Place,SEMO/NEAR,,,K-J,K,J,4025040.0,702490.0,15.0,0,0.0,0.0,0,0.0,0
,3CY0169,Cloud's Hardin,SEMO/NEAR,,,K-J,K,J,4034700.0,702640.0,15.0,0,0.0,0.0,0,0.0,0
,3CY0180,3CY0180,SEMO/NEAR,,,K-J,K,J,4040760.0,741140.0,15.0,0,0.0,0.0,0,0.0,0
,3CY0237,3CY0237,SEMO/NEAR,,,K-J,K,J,4031510.0,709000.0,15.0,0,0.0,0.0,0,0.0,0
,3CY0003,Vandover Farm,SEMO/NEAR,,,K-J,K,J,4028870.0,710680.0,15.0,0,0.0,0.0,0,0.0,0
,3CY0076,3CY0076,SEMO/NEAR,,,K-J,K,J,4020660.0,726040.0,15.0,0,0.0,0.0,0,0.0,0
,3CY0078,3CY0078,SEMO/NEAR,,,K-J,K,J,4027590.0,726370.0,15.0,0,0.0,0.0,0,0.0,0
,3CY0079,3CY0079,SEMO/NEAR,,,K-J,K,J,4026440.0,726490.0,15.0,0,0.0,0.0,0,0.0,0
,3CY0083,3CY0083,SEMO/NEAR,,,K-J,K,J,4025240.0,727260.0,15.0,0,0.0,0.0,0,0.0,0
,3CY0087,James,SEMO/NEAR,,,K-J,K,J,4036250.0,721000.0,15.0,0,0.0,0.0,0,0.0,0
,3CY0094,3CY0094,SEMO/NEAR,,,K-J,K,J,4028980.0,713680.0,15.0,0,0.0,0.0,0,0.0,0
,3CY0096,3CY0096,SEMO/NEAR,,,K-J,K,J,4026780.0,712010.0,15.0,0,0.0,0.0,0,0.0,0
,3CY0097,3CY0097,SEMO/NEAR,,,K-J,K,J,4026600.0,711960.0,15.0,0,0.0,0.0,0,0.0,0
,3CY0106,3CY0106,SEMO/NEAR,,,K-J,K,J,4028090.0,722220.0,15.0,0,0.0,0.0,0,0.0,0
,3CY0107,3CY0107,SEMO/NEAR,,,K-J,K,J,4028580.0,720920.0,15.0,0,0.0,0.0,0,0.0,0
,3CY0110,3CY0110,SEMO/NEAR,,,K-J,K,J,4025810.0,731460.0,15.0,0,0.0,0.0,0,0.0,0
,3CY0125,3CY0125,SEMO/NEAR,,,K-J,K,J,4040310.0,739910.0,15.0,0,0.0,0.0,0,0.0,0
,3CY0128,3CY0128,SEMO/NEAR,,,K-J,K,J,4038800.0,737320.0,15.0,0,0.0,0.0,0,0.0,0
,3CY0131,3CY0131,SEMO/NEAR,,,K-J,K,J,4036100.0,736230.0,15.0,0,0.0,0.0,0,0.0,0
,3CY0135,3CY0135,SEMO/NEAR,,,K-J,K,J,4037680.0,736730.0,15.0,0,0.0,0.0,0,0.0,0
,3CY0147,3CY0147,SEMO/NEAR,,,K-J,K,J,4037830.0,736500.0,15.0,0,0.0,0.0,0,0.0,0
,3CY0152,3CY0152,SEMO/NEAR,,,K-J,K,J,4038700.0,737590.0,15.0,0,0.0,0.0,0,0.0,0
,3CY0154,3CY0154,SEMO/NEAR,,,K-J,K,J,4039200.0,738100.0,15.0,0,0.0,0.0,0,0.0,0
,3CY0157,3CY0157,SEMO/NEAR,,,K-J,K,J,4038470.0,737290.0,15.0,0,0.0,0.0,0,0.0,0
,3CY0320,3CY0320,SEMO/NEAR,,,K-J,K,J,4019050.0,726200.0,15.0,0,0.0,0.0,0,0.0,0
,3CY0341,3CY0341,SEMO/NEAR,,,K-J,K,J,4026650.0,706430.0,15.0,0,0.0,0.0,0,0.0,0
,3CY0121,"Flanigan, G.C. Farm",SEMO/NEAR,,,K-J,K,J,4035020.0,721150.0,15.0,0,0.0,0.0,0,0.0,0
,3CY0355,Dalton,SEMO/NEAR,,,K-J,K,J,4018920.0,706720.0,15.0,0,0.0,0.0,0,0.0,0
,3CY0051,Thampson Place,SEMO/NEAR,,,K-J,K,J,4031020.0,713550.0,15.0,0,0.0,0.0,0,0.0,0
,3CY0449,Starr,SEMO/NEAR,,,K-J,K,J,4028600.0,760240.0,15.0,0,0.0,0.0,0,0.0,0
,3CY0433,Donner Site,SEMO/NEAR,,,K-J,K,J,4029040.0,758900.0,15.0,0,0.0,0.0,0,0.0,0
,3GE0426,3GE0426,SEMO/NEAR,,,K-J,K,J,3992200.0,697400.0,15.0,0,0.0,0.0,0,0.0,0
,3GE0425,3GE0425,SEMO/NEAR,,,K-J,K,J,3988420.0,696950.0,15.0,0,0.0,0.0,0,0.0,0
,3LI0204,Harrison,SEMO/NEAR,,,K-J,K,J,3759300.0,613200.0,15.0,0,0.0,0.0,0,0.0,0
,3LI0207,Johnny Jackson,SEMO/NEAR,,,K-J,K,J,3760200.0,613410.0,15.0,0,0.0,0.0,0,0.0,0
,3GE0463,Lake Ponder,SEMO/NEAR,,,K-J,K,J,3991280.0,710360.0,15.0,0,0.0,0.0,0,0.0,0
,3CY0468,3CY0468,SEMO/NEAR,,,K-J,K,J,4039720.0,753250.0,15.0,0,0.0,0.0,0,0.0,0
,23DU55,Indian Camp Slough / Ralph Wayne 4 / Bald Knob Nutstone,SEMO/NEAR,,,K-J,K,J,4025808.065,767485.032,15.0,0,0.0,0.0,0,0.0,0
,23DU77,Charles Provance Front Ridge,SEMO/NEAR,,,K-J,K,J,4043658.085,764935.027,15.0,0,0.0,0.0,0,0.0,0
,23DU229,South Russom,SEMO/NEAR,,,K-J,K,J,4035808.078,766785.039,15.0,0,0.0,0.0,0,0.0,0
,23DU230,North Russom,SEMO/NEAR,,,K-J,K,J,4036008.078,766785.039,15.0,0,0.0,0.0,0,0.0,0
,23DU386,Blowhole,SEMO/NEAR,,,K-J,K,J,4029908.078,768435.045,15.0,0,0.0,0.0,0,0.0,0
,23DU391,Costephens,SEMO/NEAR,,,K-J,K,J,4033208.081,768185.048,15.0,0,0.0,0.0,0,0.0,0
,23DU392,Roadkill / Young,SEMO/NEAR,,,K-J,K,J,4034408.081,767885.047,15.0,0,0.0,0.0,0,0.0,0
,23DU395,Tom True Slough Iii / True Slough,SEMO/NEAR,,,K-J,K,J,4034408.079,767435.043,15.0,0,0.0,0.0,0,0.0,0
,23DU396,New Poterfield,SEMO/NEAR,,,K-J,K,J,4035108.08,767585.046,15.0,0,0.0,0.0,0,0.0,0
,23DU398,Johnson / Porterfield,SEMO/NEAR,,,K-J,K,J,4033708.066,765185.022,15.0,0,0.0,0.0,0,0.0,0
,23DU422,Garhole / Garhole Complex,SEMO/NEAR,,,K-J,K,J,4036708.082,767385.046,15.0,0,0.0,0.0,0,0.0,0
,23DU424,Little Celt / Gunflint,SEMO/NEAR,,,K-J,K,J,4035708.085,768335.054,15.0,0,0.0,0.0,0,0.0,0
,23DU437,Cude Cullum,SEMO/NEAR,,,K-J,K,J,4024401.677,770799.486,15.0,0,0.0,0.0,0,0.0,0
,23DU440,Mcelwrath,SEMO/NEAR,,,K-J,K,J,4030446.341,770523.761,15.0,0,0.0,0.0,0,0.0,0
,23DU441,Otto Bean,SEMO/NEAR,,,K-J,K,J,4029810.218,769962.167,15.0,0,0.0,0.0,0,0.0,0
,23DU442,Melon Patch / North Ridge,SEMO/NEAR,,,K-J,K,J,4030140.911,769641.003,15.0,0,0.0,0.0,0,0.0,0
,23DU443,Massey / Dempsey,SEMO/NEAR,,,K-J,K,J,4030215.871,769235.557,15.0,0,0.0,0.0,0,0.0,0
,23DU445,Karston,SEMO/NEAR,,,K-J,K,J,4031269.862,770071.722,15.0,0,0.0,0.0,0,0.0,0
,23DU447,Robinson / Lloyd Robertson,SEMO/NEAR,,,K-J,K,J,4031872.009,769282.773,15.0,0,0.0,0.0,0,0.0,0
,23DU449,Don Davis,SEMO/NEAR,,,K-J,K,J,4021758.039,765435.016,15.0,0,0.0,0.0,0,0.0,0
,23DU465,Nails Hill 19/ Little Ugly Clovis,SEMO/NEAR,,,K-J,K,J,4025608.069,768035.035,15.0,0,0.0,0.0,0,0.0,0
,23DU468,Segraves 7 / East Of Wheeling,SEMO/NEAR,,,K-J,K,J,4029813.112,770813.657,15.0,0,0.0,0.0,0,0.0,0
,23DU473,Sawmill Site 2,SEMO/NEAR,,,K-J,K,J,4024508.061,767285.029,15.0,0,0.0,0.0,0,0.0,0
,23DU486,South Pete Cross,SEMO/NEAR,,,K-J,K,J,4028708.072,767885.039,15.0,0,0.0,0.0,0,0.0,0
,23DU492,Green Briar Sw From Pete Cross,SEMO/NEAR,,,K-J,K,J,4028408.071,767685.037,15.0,0,0.0,0.0,0,0.0,0
,23DU493,Tom True Leveled Mound,SEMO/NEAR,,,K-J,K,J,4028308.071,767835.038,15.0,0,0.0,0.0,0,0.0,0
,23DU494,North Dead Mans Slough Complex Component C,SEMO/NEAR,,,K-J,K,J,4025008.071,768485.037,15.0,0,0.0,0.0,0,0.0,0
,23DU496,True / Frisbee Complex Component B & B+,SEMO/NEAR,,,K-J,K,J,4028008.073,768185.04,15.0,0,0.0,0.0,0,0.0,0
,23DU498,North Dead Mans Slough Complex Component A,SEMO/NEAR,,,K-J,K,J,4024208.066,767985.033,15.0,0,0.0,0.0,0,0.0,0
,23DU514,West Ridge Pete Cross,SEMO/NEAR,,,K-J,K,J,4029308.07,767385.036,15.0,0,0.0,0.0,0,0.0,0
,23DU523,Stanley Hays Complex Northeast Component,SEMO/NEAR,,,K-J,K,J,4043608.086,765335.032,15.0,0,0.0,0.0,0,0.0,0
,23DU525,Kenny Collis South & East,SEMO/NEAR,,,K-J,K,J,4044908.09,765785.037,15.0,0,0.0,0.0,0,0.0,0
,23DU527,Big Dicks Bend,SEMO/NEAR,,,K-J,K,J,4045708.07,749684.821,15.0,0,0.0,0.0,0,0.0,0
,23DU538,Causeway,SEMO/NEAR,,,K-J,K,J,4042308.084,765585.034,15.0,0,0.0,0.0,0,0.0,0
,23DU542,X-Sw Ralph Williams,SEMO/NEAR,,,K-J,K,J,4035458.074,766185.033,15.0,0,0.0,0.0,0,0.0,0
,23DU546,Arliss,SEMO/NEAR,,,K-J,K,J,4038208.056,760184.973,15.0,0,0.0,0.0,0,0.0,0
,23DU548,Markham,SEMO/NEAR,,,K-J,K,J,4032808.084,768785.053,15.0,0,0.0,0.0,0,0.0,0
,23DU550,Angelfish,SEMO/NEAR,,,K-J,K,J,4042208.086,766135.04,15.0,0,0.0,0.0,0,0.0,0
,23DU576,Scott - Davis Backside Snyder,SEMO/NEAR,,,K-J,K,J,4035358.03,756984.944,15.0,0,0.0,0.0,0,0.0,0
,23DU586,Ben White J Highway,SEMO/NEAR,,,K-J,K,J,4051928.116,753784.842,15.0,0,0.0,0.0,0,0.0,0
,23DU602,Broken Adz,SEMO/NEAR,,,K-J,K,J,4036832.478,772190.16,15.0,0,0.0,0.0,0,0.0,0
,23DU605,South Mcguire Dropoff/ Also Given Site Number 23nm614,SEMO/NEAR,,,K-J,K,J,4042959.532,772429.344,15.0,0,0.0,0.0,0,0.0,0
,23PM659,Pemiscot Dalton,SEMO/NEAR,,,K-J,K,J,4031131.18,775891.957,15.0,0,0.0,0.0,0,0.0,0
,,Turnage,LA,,,G-F,F,E,3361196.0,590772.0,15.0,1,0.0,0.0,0,0.0,0
,,Coulee Crow,LA,,,G-F,G,F,3342116.0,599776.0,15.0,5,0.0,0.0,0,0.0,0
,,Fournet,LA,,,G-F,G,F,3342000.0,599696.0,15.0,2+,0.0,0.0,0,0.0,0
,,Bayou Capucin,LA,,,G-F,G,F,3340680.0,604784.0,15.0,2+,0.0,0.0,0,0.0,0
25-I-5,,McGuffee,LA,,,F-E,F,E,3521236.0,613968.0,15.0,2+,0.0,0.0,0,0.0,0
25-J-6,,Lake Louis,LA,,,F-E,F,E,3521796.0,627544.0,15.0,1,12.139107611548555,0.0,0,0.0,0
31-I-1,,Lafayette Mounds,LA,,,F+A,F,A,3347672.0,597456.0,15.0,2+,0.0,0.0,0,0.0,0
,22-Pa-524,22-Pa-524,Yazoo,,,K-J,K,J,3811354.0,762075.0,15.0,12,0.0,0.0,0,0.0,0
,22-Pa-615,22-Pa-615,Yazoo,,,K-J,K,J,3804860.0,764830.0,15.0,0,0.0,0.0,0,0.0,0
,22-Pa-621,22-Pa-621,Yazoo,,,K-J,K,J,3804700.0,766120.0,15.0,0,0.0,0.0,0,0.0,0
,22-Pa-660,22-Pa-660,Yazoo,,,K-J,K,J,3806800.0,769090.0,15.0,0,0.0,0.0,0,0.0,0
,22-Pa-971,22-Pa-971,Yazoo,,,K-J,K,J,3785960.0,769220.0,15.0,0,0.0,0.0,0,0.0,0
,22-Pa-991,22-Pa-991,Yazoo,,,K-J,K,J,3803380.0,767400.0,15.0,0,0.0,0.0,0,0.0,0
,22-Pa-997,22-Pa-997,Yazoo,,,K-J,K,J,3802250.0,773740.0,15.0,0,0.0,0.0,0,0.0,0
,22-Pa-1000,22-Pa-1000,Yazoo,,,K,K,K,3807725.98,786457.028,15.0,0,0.0,0.0,0,0.0,0
,22-Bo-546,22-Bo-546,Yazoo,,,K-J,K,J,3719413.0,703331.0,15.0,0,0.0,0.0,0,0.0,0
,22-Bo-664,22-Bo-664,Yazoo,,,K-J,K,J,3723760.0,704100.0,15.0,0,0.0,0.0,0,0.0,0
,22-Pa-517,22-Pa-517,Yazoo,,,K,K,K,3802140.039,777389.48,15.0,0,0.0,0.0,0,0.0,0
,22-Pa-587,22-Pa-587,Yazoo,,,K,K,K,3807444.0,764187.0,15.0,0,0.0,0.0,0,0.0,0
27-H-12,,Duck Slough,LA,,,G-H,G,H,3484536.0,576400.0,15.0,0,0.0,0.0,0,0.0,0
26-H-2,,Gorum,LA,,,G-H,G,H,3486472.0,587128.0,15.0,0,0.0,0.0,0,0.0,0
25-J-9,,Cut-off Landing,LA,,,G-H,G,H,3540604.0,630720.0,15.0,0,0.0,0.0,0,0.0,0
25-I-2,,Pritchard Landing,LA,,,"G,E",G,E,3515900.0,614344.0,15.0,0,0.0,0.0,0,0.0,0
22-K-20,,Panther Lake,LA,,,G-E,G,E,3599920.0,655392.0,15.0,0,0.0,0.0,0,0.0,0
27-H-10,,Sanson,LA,,,G-A,G,A,3479540.0,578744.0,15.0,0,0.0,0.0,0,0.0,0
27-I-1,,Wiley,LA,,,H-E,H,E,3470944.0,600384.0,15.0,0,0.0,0.0,0,0.0,0
28-G-5,,Rodriquez,LA,,,G-H,G,H,3449704.0,566128.0,15.0,0,0.0,0.0,0,0.0,0
7-P-4,,Case School,SEMO,,,G-H,G,H,4033210.0,761064.0,15.0,0,0.0,0.0,0,0.0,0
7-P-7,,Watson,SEMO,,,G-H,G,H,4016076.0,768020.0,15.0,0,0.0,0.0,0,0.0,0
5-T-4,,O'Bryan Ridge,SEMO,,,G-H,G,H,4082232.0,303048.0,16.0,0,0.0,0.0,0,0.0,0
5-T-7,,Weems,SEMO,,,G-E,G,E,4082376.0,301772.0,16.0,0,0.0,0.0,0,0.0,0
7-R-5,,Double Bridges,SEMO,,,G-H,G,H,4035240.0,804688.0,15.0,0,0.0,0.0,0,0.0,0
5-S-2,,Hoecake,SEMO,,,G-D,G,D,4074410.0,833560.0,15.0,0,0.0,0.0,0,0.0,0
7-Q-2,,Pascola,SEMO,,,G-H,G,E,4018185.0,785151.0,15.0,0,0.0,0.0,0,0.0,0
6-S-5,,LaPlant,SEMO,,,G-E,G,E,4063020.0,824249.0,15.0,0,0.0,0.0,0,0.0,0
8-Q-12,,Blazer,SEMO,,,G-E,G,E,4012050.0,791290.0,15.0,0,0.0,0.0,0,0.0,0
8-Q-10,,Hurley,SEMO,,,G-E,G,E,4001600.0,780205.0,15.0,0,0.0,0.0,0,0.0,0
15-M-6,,Hugo,Arkansas,,,G-H,G,H,3807780.0,699888.0,15.0,0,0.0,0.0,0,0.0,0
4-Q-2,23-SO-1,Baseline,SEMO,,,"F,D",F,D,4103392.0,252204.0,16.0,1,4.0,0.0,0,0.0,0
6-R-3,,Kewanee,SEMO,,,F,F,F,4063610.0,806894.0,15.0,0,0.0,0.0,0,0.0,0
8-Q-11,,Lipsey,SEMO,,,F,F,F,4004300.0,780158.0,15.0,0,0.0,0.0,0,0.0,0
6-Q-3,,Risco,SEMO,,,F,F,F,4049120.0,784945.0,15.0,0,0.0,0.0,0,0.0,0
6-Q-13,,Crumpecker,SEMO,,,F,F,F,4056700.0,782402.0,15.0,0,0.0,0.0,0,0.0,0
4-R-16,23-St-32,Sand Ridge,SEMO,,,F,F,F,4099413.0,268694.0,16.0,0,0.0,0.0,0,0.0,0
32-I-2,,Ruth Canal,LA,,,F,F,F,3346240.0,607584.0,15.0,0,0.0,0.0,0,0.0,0
29-I-1,,Bayou Rouge,LA,,,F,F,F,3402912.0,611552.0,15.0,2+,0.0,0.0,0,0.0,0
31-I-2,,Unnamed,LA,,,F,F,F,3359904.0,605120.0,15.0,0,0.0,0.0,0,0.0,0
4-R-1,,Oberman,SEMO,,,E,E,E,4127120.0,798056.0,15.0,0,0.0,0.0,0,0.0,0
18-K-1,,Medley,Arkansas,,,E,E,E,3710200.0,657161.0,15.0,0,0.0,0.0,0,0.0,0
26-K-1,,Anna,Natchez,,,E-A,E,A,3508540.0,655983.0,15.0,5+,0.0,0.0,1,0.0,1
25-K-9,,Sundown,LA,,,E-C,E,C,3534227.0,649215.0,15.0,3,0.0,0.0,0,0.0,0
25-K-19,,Formosa,LA,,,E-D,E,D,3541996.0,646892.0,15.0,0,0.0,0.0,0,0.0,0
25-J-15,,Kimbal,LA,,,E,E,E,3537139.0,636791.0,15.0,0,0.0,0.0,0,0.0,0
24-J-9,,Canebrake,LA,,,E-A,E,A,3566936.0,638560.0,15.0,0,0.0,0.0,0,0.0,0
24-J-32,,Egypt,LA,,,E-A,E,A,3550456.0,625400.0,15.0,0,0.0,0.0,0,0.0,0
24-J-3,,Harris,LA,,,E-A,E,A,3563915.0,635518.0,15.0,0,0.0,0.0,0,0.0,0
23-K-3,,Indian Bayou,LA,,,E-A,E,A,3577696.0,653088.0,15.0,0,0.0,0.0,0,0.0,0
24-J-27,,New Hope,LA,,,E-C,E,C,3566124.0,640264.0,15.0,0,0.0,0.0,0,0.0,0
23-K-20,,Shepherd,LA,,,E,E,E,3589600.0,645048.0,15.0,0,0.0,0.0,0,0.0,0
22-K-9,,Mackey,LA,,,E,E,E,3601596.0,646488.0,15.0,0,0.0,0.0,0,0.0,0
22-L-3,,Transylvania,LA,,,E-C,E,C,3617676.0,668440.0,15.0,6+,0.0,0.0,0,0.0,0
22-K-17,,Stickley,LA,,,E-C,E,C,3613044.0,659152.0,15.0,0,0.0,0.0,0,0.0,0
22-K-6,,Johnson,LA,,,E-C,E,C,3609944.0,653248.0,15.0,0,0.0,0.0,0,0.0,0
21-K-2,,McIntosh,LA,,,E,E,E,3643776.0,656832.0,15.0,0,0.0,0.0,0,0.0,0
23-K-8,,Lake Place,LA,,,E-D,E,D,3591120.0,649472.0,15.0,0,0.0,0.0,0,0.0,0
23-L-10,,Hopkins,LA,,,E-C,E,C,3579372.0,670152.0,15.0,1+,0.0,0.0,0,0.0,0
23-L-9,,Compton L.,LA,,,E,E,E,3577476.0,680380.0,15.0,1+,0.0,0.0,0,0.0,0
23-L-16,,Point Lake,LA,,,E,E,E,3573784.0,667704.0,15.0,0,0.0,0.0,0,0.0,0
24-L-1,,Balmoral,LA,,,E-A,E,A,3556384.0,665856.0,15.0,3,0.0,0.0,0,0.0,1
24-M-1,,Yokena,LA,,,E,E,A,3554376.0,692720.0,15.0,0,0.0,0.0,0,0.0,0
27-H-6,,Camp Bayou,LA,,,E-A,E,A,3484444.0,586512.0,15.0,0,0.0,0.0,0,0.0,0
28-H-8,,Saucier,LA,,,E-A,E,A,3450288.0,588752.0,15.0,0,0.0,0.0,0,0.0,0
28-H-14,,Lamartiniere,LA,,,E-A,E,A,3444116.0,578912.0,15.0,0,0.0,0.0,0,0.0,0
28-H-10,Av-25,Baptiste,LA,,,E-A,E,A,3440842.0,591708.0,15.0,0,0.0,0.0,0,0.0,0
26-L-1,,Emerald Mound,MS,,,B-A,B,A,3501412.0,666220.0,15.0,8,0.0,0.0,1,0.0,1
26-K-3,,Foster Mound,MS,,,B-A,B,A,3496984.0,658504.0,15.0,2,0.0,0.0,0,0.0,1
25-L-15,,Windsor,MS,,,B-A,B,A,3535968.0,677024.0,15.0,4,0.0,0.0,0,0.0,1
26-K-42,,Feltus,MS,,,B-A,B,A,3524608.0,670592.0,15.0,4,0.0,0.0,0,0.0,1
24-M-2,,Glass,MS,,,B-A,B,A,3566484.0,694416.0,15.0,4,0.0,0.0,0,0.0,1
,3LE29,Noel Carnes,Memphis,,,B-A,B,A,3842176.0,713616.0,15.0,0,0.0,0.0,0,0.0,0
,3LE92,Doughtie-Bethea,Memphis,,,B-A,B,A,3849268.0,718780.0,15.0,0,0.0,0.0,0,0.0,0
,3LE128,Troublesome Lake,Memphis,,,B-A,B,A,3857872.0,711696.0,15.0,0,0.0,0.0,0,0.0,0
,3LE130,Peters Church 1,Memphis,,,B-A,B,A,3856016.0,730426.0,15.0,0,0.0,0.0,0,0.0,0
,3LE131,Peters Church 2,Memphis,,,B-A,B,A,3857096.0,730738.0,15.0,0,0.0,0.0,0,0.0,0
13-N-1,3LE5,Soudan,Memphis,St. Francis,St. Francis,B-A,B,A,3856032.0,713408.0,15.0,2,0.0,0.0,1,0.0,0
,3CS108,Smithdale,St. Francis,,,B-A,B,A,3905180.0,725571.0,15.0,1,8.0,0.0,0,0.0,0
,3CT39,McKnight,St. Francis,,,B-A,B,A,3905888.0,727894.0,15.0,0,0.0,0.0,1,0.0,0
,3CT37,Glover,St. Francis,,,B-A,B,A,3908069.0,729701.0,15.0,0,0.0,0.0,1,0.0,0
,3CT47,Berry,St. Francis,,,B-A,B,A,3908948.0,730330.0,15.0,0,0.0,0.0,1,0.0,0
,3CS28,Togo,St. Francis,,,B-A,B,A,3914513.0,721062.0,15.0,0,0.0,0.0,1,0.0,0
,3PO24,Miller,St. Francis,,,B-A,B,A,3932768.0,731596.0,15.0,11,0.0,0.0,1,1.0,0
,3PO59,Ritter,St. Francis,,,B-A,B,A,3934530.0,733435.0,15.0,0,0.0,0.0,1,0.0,0
,3PO68,Taylor's Shanty,St. Francis,,,B-A,B,A,3935892.0,731381.0,15.0,17,6.0,16800.0,1,0.0,1
,3PO68,Hazel,St. Francis,,,B-A,B,A,3936800.0,735609.0,15.0,1,0.0,0.0,0,0.0,0
,3CT251,Holden Lake,Memphis,,,C-B,C,B,3902965.0,734391.0,15.0,1,0.0,0.0,0,0.0,0
,3CT33,Edmondson,Memphs,,,D-B,D,B,3887423.0,745372.0,15.0,2,0.0,0.0,0,0.0,0
,3CT42,3CT42,Memphis,,,C-B,C,B,3916855.0,736793.0,15.0,1,0.0,0.0,0,0.0,1
,16Ou259,Frenchmans Bayou,LA,,,I-H,I,H,3611634.0,589898.0,15.0,5,15.0,10356.095453516635,0,0.0,0
,16Ma201,Hillmans Mound,LA,,,I-H,I,H,3594276.0,657036.0,15.0,5,20.0,17119.25983132342,0,0.0,0
,3AS379,Enterprise Lake Mound,Arkansas,,,H-G,H,G,3660360.0,630040.0,15.0,1,0.0,0.0,0,0.0,0
,,Mound Field,Yazoo,,,E,E,E,3646620.0,733456.0,15.0,1+,0.0,0.0,0,1.0,0
,,Onward,Yazoo,,,E,E,E,3622580.0,690572.0,15.0,0,0.0,0.0,0,1.0,0
1-P-1,,Big Mound Field ,SEMO,Conical Mound(s),,?,?,?,4204756.0,762394.0,15.0,8,15.0,0.0,0,0.0,0
1-Q-1,,MacCurdy,SEMO,Conical Mound(s),,?,?,?,4194773.0,246874.0,16.0,1,8.0,7853.981633974483,0,0.0,0
1-Q-2,,Bushnell,SEMO,,,?,?,?,4198591.0,238084.0,16.0,0,0.0,0.0,0,0.0,0
1-Q-3,,River Aux Vases,SEMO,,,?,?,?,4201176.0,236508.0,16.0,1+,0.0,0.0,0,0.0,0
1-Q-4,,Laurent Creek,SEMO,,,?,?,?,4195720.0,241580.0,16.0,1+,0.0,0.0,0,0.0,0
3-R-1,,Amelunke,SEMO,,,?,?,?,4126819.0,266159.0,16.0,0,0.0,0.0,0,0.0,0
3-R-2,,Dutchtown,SEMO,,,?,?,?,4126217.0,264915.0,16.0,0,0.0,0.0,0,0.0,0
3-R-3,,Hunze,SEMO,,,?,?,?,4129060.0,275208.0,16.0,0,0.0,0.0,0,0.0,0
4-P-1,,Sturdivant,SEMO,,,?,?,?,4105155.0,765852.0,15.0,8+,30.0,0.0,0,0.0,0
4-R-1,,Obeumann,SEMO,,,?,?,?,4125436.0,264744.0,16.0,1+,0.0,0.0,0,0.0,0
4-R-2,23-St-2,4-R-2,SEMO,,,?,?,?,4117192.0,278048.0,16.0,1+,0.0,0.0,0,0.0,0
4-S-1,23-St-31,Brushy Lake,SEMO,,,D-B,D,B,4103445.0,286391.0,16.0,0,0.0,0.0,0,0.0,0
4-S-2,,Lake Michigan,SEMO,,,?,?,?,4104506.0,292424.0,16.0,1,0.0,0.0,0,0.0,0
4-T-1,,Twin Mounds,SEMO,,,?,?,?,4104513.0,309372.0,16.0,2,24.5,23506.18163232223,0,0.0,1
5-O-1,,Poplar Bluff,SEMO,,,?,?,?,4073728.0,735617.0,15.0,1+,4.0,0.0,0,0.0,0
5-O-2,,Green Point,SEMO,,,?,?,?,4093240.0,738936.0,15.0,0,0.0,0.0,0,0.0,0
5-O-3,,Piso Point,SEMO,,,?,?,?,4095084.0,737884.0,15.0,0,0.0,0.0,0,0.0,0
5-O-4,,Rockwood Point,SEMO,,,?,?,?,4090665.0,741320.0,15.0,0,0.0,0.0,0,0.0,0
