seed,nc,fst_tt,fst_co,rho
212,2.0,0.012346640913986578,0.017915127027453435,0.7066228790366721
213,2.0,0.007453401101228052,0.0373637004322892,0.531472359058566
214,2.0,0.01562403227449539,0.04968573269979227,0.735632183908046
215,3.0,0.02343666378833969,0.022765302689156674,0.6425834701696771
216,2.0,0.013800894159315064,0.07304863245320722,0.36398467432950193
217,2.0,0.012432309069474946,0.026788633857469338,0.48275862068965514
218,3.0,0.016812720907672375,0.023836148132328382,0.3234811165845649
219,2.0,0.012176417424873976,0.021933267431241226,0.675424192665572
220,2.0,0.016864656437974874,0.02744869449727839,0.5489874110563766
221,2.0,0.013088549205586478,0.025419737062978506,0.6004378762999452
222,2.0,0.008700959010772655,0.029951024027226325,0.5867542419266557
223,2.0,0.009162894495974945,0.032349040072122096,0.6562671045429667
224,2.0,0.014591967502640765,0.029150748405083044,0.715927750410509
225,2.0,0.013106683268273163,0.01450350752574565,0.6108374384236454
226,2.0,0.01613538429943178,0.028845249111106176,0.638752052545156
227,2.0,0.013277723969492181,0.030494577112368318,0.3278598795840175
228,2.0,0.014176993898663531,0.03415538720770323,0.6026272577996716
229,2.0,0.013009380241400236,0.02437385220604637,0.475095785440613
230,2.0,0.008917522154745092,0.026367254561842492,0.2430213464696223
231,2.0,0.014233670861083871,0.037706454329754925,0.5123152709359605
232,2.0,0.011510386442284144,0.028885004525261403,0.5818281335522714
233,3.0,0.02524735872368756,0.021102833003583243,0.6841817186644772
234,2.0,0.007153882405173673,0.032853773402607866,0.6486042692939245
235,2.0,0.020137259948489215,0.03501295119009645,0.5801860974274767
236,2.0,0.007521517117939006,0.0189234983909972,0.6360153256704981
237,3.0,0.01783242027449039,0.025614140014132553,0.5763546798029557
238,2.0,0.00956224108750951,0.026557983137289756,0.6179529282977558
239,2.0,0.011137016087055678,0.0367733654636102,0.6059113300492611
240,2.0,0.01201743968134055,0.030272951849620425,0.3103448275862069
241,2.0,0.01330164308890216,0.022220107093947086,0.7597153804050356
242,2.0,0.014849679237301128,0.038011211899919385,0.35905856595511765
243,2.0,0.010406615607911524,0.015743177316112193,0.5977011494252873
244,3.0,0.021599897391807527,0.03246722849140598,0.441160372194855
245,2.0,0.01231028588886283,0.03778671019676257,0.5276409414340448
246,2.0,0.012171572864546851,0.028082592688574253,0.5697865353037767
247,3.0,0.020300288853268764,0.037937942838197077,0.6787082649151615
248,2.0,0.01622899985615078,0.018249280495406566,0.7066228790366721
249,2.0,0.013460424710873123,0.043335497519367085,0.739463601532567
250,2.0,0.013398399052437008,0.024216255152419784,0.6070060207991241
251,2.0,0.015626494271716907,0.023044411673969586,0.735632183908046
252,2.0,0.018491968723234317,0.02705833746568621,0.6059113300492611
253,2.0,0.013057584669602575,0.021357289558356977,0.7350848385331145
254,3.0,0.02174447126770817,0.022266736261624957,0.23645320197044337
255,2.0,0.007360225633240527,0.015763083732666442,0.7011494252873564
